,name,cusip,firstyr,gvkey,lastyr,pdpco,pdpseq,begyr,endyr,match
4894,JEM RECORDS INC,475854,1983,6247,1987,6247,1,1983,1987,
4895,JENN-AIR CORP,476140,1977,6248,1977,6248,1,1977,1977,1
4896,JENSEN INDUSTRIES,476304,1968,6249,1983,6249,1,1968,1983,1
4897,JEROME GROUP INC,476425,1973,6250,1995,6250,1,1973,1995,1
4898,JERRICO INC,476502,1969,6251,1989,6251,1,1969,1989,0
4899,JERRYS INC,476526,1974,6252,1996,6252,1,1974,1996,
4900,JERSEY CENTRAL POWER & LIGHT,476556,1964,6253,2006,6253,1,1964,2006,
4901,JET AIR FREIGHT,477088,1967,6254,1974,6254,1,1967,1974,
4902,JET AMERICA AIRLINES INC,477093,1982,6255,1985,6255,1,1982,1985,
4903,JET AVION CORP,477106,1965,6256,1972,6256,1,1965,1972,
4904,JET INDUSTRIES INC,477125,1981,6257,1981,6257,1,1981,1981,
4905,JETERO CORP,477153,1972,6258,1981,6258,1,1972,1981,0
4906,JETRONIC INDUSTRIES INC,477178,1960,6259,1999,6259,1,1960,1999,1
4907,JEWEL COS INC,477196,1950,6260,1983,6260,1,1950,1983,
4908,JEWELCOR INC,477205,1970,6261,1987,6261,1,1970,1987,1
4909,JHIRMACK ENTERPRISES INC,477368,1976,6262,1980,6262,1,1976,1980,
4910,JIFFY FOODS CORP,477412,1961,6263,1984,6263,1,1961,1984,
4911,JOHN PHILLIP TUBA CORP,478037,1979,6265,1983,6265,1,1979,1983,
4912,JOHNSON & JOHNSON,478160,1950,6266,2006,6266,1,1950,2006,1
4913,JOHNSON (E.F.) CO,478358,1964,6267,1981,6267,1,1964,1981,1
4914,JOHNSON CONTROLS INC,478366,1950,6268,2006,6268,1,1950,2006,1
4915,AUDIO COMMUNICTN NETWORK,05069E,1974,6269,1997,6269,1,1974,1997,
4916,JOHNSON INTERNATIONAL CORP,479109,1982,6270,1982,6270,1,1982,1982,
4917,JOHNSON PRODUCTS,479169,1970,6271,1992,6271,1,1970,1992,1
4918,JOHNSTON INDUSTRIES/DE,479368,1969,6272,1999,6272,1,1969,1999,
4919,CONSOLIDATED COS,208915,1983,6274,1988,6274,1,1983,1988,
4920,JOJOBA HORIZONS INC,479730,1981,6275,1984,6275,1,1981,1984,
4921,JONATHAN LOGAN INC,479898,1955,6276,1983,6276,1,1955,1983,
4922,HOSPLEX SYSTEMS INC,440903,1982,6277,1987,6277,1,1982,1987,0
4923,JONES & LAUGHLIN INDS INC,480031,1974,6278,1980,6278,1,1974,1980,1
4924,JONES & VINING INC,480052,1974,6279,1986,6279,1,1974,1986,1
4925,JONES (J.A.) CONSTRUCTION CO,480092,1973,6280,1979,6280,1,1973,1979,
4926,JONES (R.B.) CORP,480097,1970,6281,1977,6281,1,1970,1977,
4927,COMCAST JOIN HOLDINGS,20099X,1978,6282,1999,6282,1,1978,1999,
4928,CAMBRIDGE HOLDINGS LTD,132198,1982,6283,2006,6283,1,1982,2006,
4929,JONI BLAIR OF CALIFORNIA INC,480587,1974,6284,1983,6284,1,1974,1983,
4930,JORGENSEN (EARLE M.) CO,480829,1960,6285,2004,6285,1,1960,2004,1
4931,JOSEPHSON INTERNATIONAL,481021,1971,6286,1987,6286,1,1971,1987,
4932,JOSLYN CORP,481070,1963,6287,1994,6287,1,1963,1994,1
4933,JOSTENS INC,481088,1950,6288,1999,6288,1,1950,1999,1
4934,JOY TECHNOLOGIES INC  -CL A,481206,1950,6291,1993,6291,1,1950,1993,1
4935,JUBILEE INDS INC,481250,1960,6292,1969,6292,1,1960,1969,
4936,QUESTRON TECHNOLOGY INC,748372,1984,6293,2000,6293,1,1984,2000,
4937,JUDY'S INC,481309,1973,6294,1988,6294,1,1973,1988,
4938,JUMPING JACKS SHOES INC,481390,1983,6295,1988,6295,1,1983,1988,0
4939,JUNIPER PETROLEUM,482031,1973,6296,1981,6296,1,1973,1981,
4940,JUNO LIGHTING INC,482047,1982,6297,2004,6297,1,1982,2004,1
4941,JUPITER INDUSTRIES,482058,1962,6298,1984,6298,1,1962,1984,
4942,JURGENSEN'S,482070,1974,6299,1986,6299,1,1974,1986,0
4943,AMERICAN CMNTY DEVLOPMENT GP,02520G,1974,6300,1989,6300,1,1974,1989,
4944,JUSTIN INDUSTRIES,482171,1971,6301,1999,6301,1,1971,1999,
4945,KDI CORP,482452,1971,6302,1990,6302,1,1971,1990,1
4946,KDT INDUSTRIES INC,482455,1957,6303,1982,6303,1,1957,1982,
4947,KLA-TENCOR CORP,482480,1980,6304,2006,6304,1,1980,2006,1
4948,KLM ROYAL DUTCH AIR  -ADR,482516,1960,6305,2003,6305,1,1960,2003,
4949,KMS INDUSTRIES INC,482580,1978,6306,1995,6306,1,1978,1995,
4950,SEARS HOLDINGS CORP,812350,1950,6307,2006,6307,1,1950,2006,
4951,PHAZAR CORP,71722R,1984,6308,2005,6308,1,1984,2005,1
4952,KMW SYSTEMS CORP,482587,1983,6309,1989,6309,1,1983,1989,
4953,KINDER MORGAN INC,49455P,1958,6310,2006,6310,1,1958,2006,1
4954,PRIMEENERGY CORP,74158E,1973,6311,2006,6311,1,1973,2006,0
4955,K T OIL CORP,482708,1974,6312,1983,6312,1,1974,1983,
4956,K-TEL INTERNATIONAL,482724,1972,6313,2006,6313,1,1972,2006,1
4957,K-TRON INTERNATIONAL INC,482730,1980,6314,2006,6314,1,1980,2006,1
4958,K V PHARMACEUTICAL  -CL A,482740,1971,6315,2005,6315,1,1971,2005,1
4959,KAHLER CORP,482836,1963,6316,1993,31280,1,1963,1993,
4960,KAIBAB INDUSTRIES,482899,1974,6317,1984,6317,1,1974,1984,
4961,KAISERTECH LTD,483102,1950,6318,1987,6318,1,1950,1987,
4962,KAISER CEMENT CORP,483044,1950,6319,1985,6319,1,1950,1985,1
4963,KAISER INDUSTRIES CORP,483062,1960,6320,1978,6320,1,1960,1978,1
4964,KAISER STEEL CORP,48399Y,1951,6322,1986,6322,1,1951,1986,1
4965,KALLESTAD LABORATORIES INC,483431,1974,6323,1981,6323,1,1974,1981,1
4966,KALVAR CORP,483476,1960,6324,1986,6324,1,1960,1986,
4967,KAMAN CORP,483548,1960,6326,2006,6326,1,1960,2006,1
4968,KAMENSTEIN (M.) INC,483562,1983,6327,1990,6327,1,1983,1990,1
4969,KAMPGROUNDS OF AMERICA,483575,1968,6328,1980,6328,1,1968,1980,0
4970,KANE FURNITURE CORP,484036,1973,6329,1981,6329,1,1973,1981,
4971,KANE-MILLER CORP,484098,1961,6330,1982,6330,1,1961,1982,
4972,FURMANITE CORP,361086,1964,6331,2006,6331,1,1964,2006,1
4973,KANSAS BEEF INDUSTRIES INC,484628,1969,6332,1973,6332,1,1969,1973,
4974,KANSAS CITY LIFE INS CO,484836,1970,6333,2006,6333,1,1970,2006,
4975,GREAT PLAINS ENERGY INC,391164,1951,6334,2006,6334,1,1951,2006,
4976,KANSAS CITY SOUTHERN,485170,1963,6335,2006,6335,1,1963,2006,
4977,KANSAS CITY SO RAILWAY CO,485188,1978,6336,1983,6336,1,1978,1983,
4978,KANSAS GAS & ELECTRIC CO,48599X,1951,6337,2005,6337,1,1951,2005,
4979,WESTAR ENERGY INC,95709T,1958,6338,2006,6338,1,1958,2006,
4980,KANSAS STATE NETWORK INC,485440,1974,6339,1980,6339,1,1974,1980,
4981,KAPLAN INDUSTRIES INC,485544,1981,6340,1989,6340,1,1981,1989,
4982,KAPPA FROCKS INC  -CL A,485602,1974,6342,1981,6342,1,1974,1981,0
4983,TREECON RESOURCES INC,89468R,1983,6343,2003,6343,1,1983,2003,0
4984,KAPPA SYSTEMS INC,485610,1974,6344,1981,6344,1,1974,1981,
4985,KAR PRODUCTS INC,485634,1972,6345,1976,6345,1,1972,1976,1
4986,CKE RESTAURANTS INC,12561E,1981,6346,2006,6346,1,1981,2006,
4987,WASHINGTON GROUP INTL INC,938862,1981,6347,2006,6347,1,1981,2006,1
4988,KATE GREENAWAY INDUSTRIES,485863,1974,6348,1980,6348,1,1974,1980,0
4989,KATY INDUSTRIES INC,486026,1968,6349,2006,6349,1,1968,2006,1
4990,KATZ DRUG CO,486098,1960,6350,1969,6350,1,1960,1969,
4991,SUNAMERICA INC,866930,1960,6351,1998,6351,1,1960,1998,0
4992,KAVANAU REAL ESTATE TRUST,486332,1974,6352,1982,6352,1,1974,1982,0
4993,KAWECKI BERYLCO INDS INC,486386,1967,6353,1977,6353,1,1967,1977,0
4994,BALFOUR MACLAINE CORP,58459,1960,6354,1990,6354,1,1960,1990,
4995,KAY LABORATORIES INC,486538,1980,6355,1981,6355,1,1980,1981,1
4996,KAY WINDSOR INC,486566,1962,6356,1970,6356,1,1962,1970,
4997,KAYDON CORP,486587,1983,6357,2006,6357,1,1983,2006,1
4998,KAYEX CORP,486591,1974,6358,1979,6358,1,1974,1979,1
4999,KAYPRO CORP,486615,1982,6359,1988,6359,1,1982,1988,0
5000,KAYSAM CORP OF AMERICA,486620,1973,6360,1980,6360,1,1973,1980,0
5001,KAYSER-ROTH CORP,486638,1957,6361,1974,6361,1,1957,1974,1
5002,KEANE INC,486665,1974,6362,2006,6362,1,1974,2006,
5003,KEARNEY & TRECKER CORP,486746,1959,6363,1978,6363,1,1959,1978,1
5004,KEARNEY NATIONAL INC,486872,1965,6364,1987,6364,1,1965,1987,1
5005,KEBA OIL & GAS CO,487225,1975,6365,1982,6365,1,1975,1982,
5006,KEE EXPLORATION INC,487238,1981,6366,1986,6366,1,1981,1986,
5007,KEEBLER CO,487242,1950,6367,1973,66265,1,1950,1973,1
5008,KEITH CLARK INC,487530,1968,6369,1977,6369,1,1968,1977,
5009,KEITHLEY INSTR INC,487584,1979,6370,2006,6370,1,1979,2006,1
5010,KELDON OIL CO-OLD,48799X,1978,6371,1988,22323,1,1978,1988,0
5011,KELLER INDUSTRIES INC,487656,1960,6372,1982,6372,1,1960,1982,1
5012,KELLETT CORP,487731,1974,6373,1988,6373,1,1974,1988,0
5013,KELLOGG-AMERICAN INC,487800,1963,6374,1970,6374,1,1963,1970,1
5014,KELLOGG CO,487836,1950,6375,2006,6375,1,1950,2006,1
5015,KELLWOOD CO,488044,1963,6376,2006,6376,1,1963,2006,1
5016,KELLY JOHNSTON ENTERPRISES,488119,1980,6378,1985,6378,1,1980,1985,
5017,KELLY SERVICES INC  -CL A,488152,1962,6379,2006,6379,1,1962,2006,1
5018,KELSEY HAYES CO-OLD,48899Y,1950,6381,1972,20769,1,1950,1972,1
5019,KENAI CORP,488518,1973,6382,1986,6382,1,1973,1986,0
5020,NEW LONDON INC,646549,1981,6383,1991,6383,1,1981,1991,
5021,KENDALL CO,488620,1950,6384,1971,6384,1,1950,1971,1
5022,KENILWORTH SYSTEMS CORP,489084,1975,6385,1990,6385,1,1975,1990,1
5023,KENNAMETAL INC,489170,1950,6386,2006,6386,1,1950,2006,1
5024,KENNECOTT CORP,489314,1950,6387,1980,6387,1,1950,1980,1
5025,KENNEDY & COHEN INC,489355,1971,6388,1973,6388,1,1971,1973,
5026,KENNINGTON LTD,489777,1972,6389,1985,6389,1,1972,1985,0
5027,KENNEDY (S. F.) INDUSTRIES,489991,1975,6390,1979,6390,1,1975,1979,
5028,KENT-MOORE CORP,490620,1961,6391,1980,6391,1,1961,1980,1
5029,KENTON CORP,490890,1973,6392,1979,6392,1,1973,1979,
5030,KENTRON INTERNATIONAL INC,491160,1983,6393,1983,6393,1,1983,1983,1
5031,KENTUCKY FRIED CHICKEN-DEL,491294,1965,6394,1970,6394,1,1965,1970,
5032,RACING CORP AMER,750070,1982,6395,1989,6395,1,1982,1989,
5033,KENTUCKY INVESTORS INC,491332,1980,6396,2006,6396,1,1980,2006,
5034,KENTUCKY POWER,491386,1964,6397,2006,6397,1,1964,2006,
5035,KENTUCKY TENNESSEE CLAY CO,491638,1974,6398,1982,6398,1,1974,1982,
5036,KU ENERGY CORP,482734,1951,6399,1997,6399,1,1951,1997,
5037,KENWIN SHOPS INC,491782,1965,6400,1996,6400,1,1965,1996,0
5038,KERR GROUP INC,492376,1975,6402,1996,6402,1,1975,1996,1
5039,KERR-MCGEE CORP,492386,1950,6403,2005,6403,1,1950,2005,1
5040,KETCHUM & CO,492620,1960,6404,1990,6404,1,1960,1990,1
5041,KETTERING INDUSTRIES INC,492667,1973,6405,1982,6405,1,1973,1982,
5042,KEUFFEL & ESSER CO,492710,1960,6406,1980,6406,1,1960,1980,1
5043,KEVEX CORP,492717,1980,6407,1987,6407,1,1980,1987,1
5044,KEVLIN CORP,492719,1981,6408,1994,6408,1,1981,1994,1
5045,KEWANEE INDUSTRIES INC,492746,1953,6409,1976,6409,1,1953,1976,1
5046,KEWAUNEE SCIENTIFIC CORP,492854,1966,6410,2005,6410,1,1966,2005,1
5047,KEY CO  -CL B,493080,1962,6411,1990,6411,1,1962,1990,
5048,KEY ENERGY ENTERPRISES INC,493084,1973,6412,1984,6412,1,1973,1984,
5049,KEY IMAGE SYSTEMS INC,493086,1982,6413,1984,6413,1,1982,1984,
5050,KEY PHARMACEUTICALS INC,493134,1966,6414,1985,6414,1,1966,1985,1
5051,KEY PUNCH COMPUTER TEMPS INC,493140,1974,6415,1984,6415,1,1974,1984,
5052,KEY TRONIC CORP,493144,1982,6416,2006,6416,1,1982,2006,1
5053,KEYCON INDUSTRIES,493262,1984,6417,1984,6417,1,1984,1984,1
5054,KEYCORP  -OLD,493263,1963,6418,1992,9783,1,1963,1963,1
5055,KEYDATA CORP,493269,1970,6420,1987,6420,1,1970,1987,0
5056,KEYES FIBRE CO,493278,1960,6421,1977,6421,1,1960,1977,1
5057,KEYSTONE CABLE CORP,493395,1974,6422,1985,6422,1,1974,1985,
5058,KEYSTONE CAMERA PRODUCTS,493397,1971,6423,1989,6423,1,1971,1989,
5059,KEYSTONE CONS INDUSTRIES INC,493422,1950,6424,2006,6424,1,1950,2006,1
5060,KEYSTONE FOODS,493484,1975,6425,1980,6425,1,1975,1980,1
5061,KEYSTONE INDUSTRIES INC,493494,1964,6426,1977,6426,1,1964,1977,1
5062,KEYSTONE INTERNATIONAL,493503,1965,6427,1996,6427,1,1965,1996,1
5063,ONETRAVEL HOLDINGS INC,68275A,1984,6428,2004,6428,1,1984,2004,0
5064,KEYSTONE PORTLAND CEMENT CO,493584,1960,6429,1983,6429,1,1960,1983,
5065,KIDDE INC,493782,1960,6430,1986,6430,1,1960,1986,1
5066,FIRST YEARS INC,337610,1974,6431,2003,6431,1,1974,2003,1
5067,KILLEARN PROPERTIES INC,494125,1973,6432,1997,6432,1,1973,1997,0
5068,KIMBALL INTERNATIONAL  -CL B,494274,1975,6433,2006,6433,1,1975,2006,1
5069,KIMBARK OIL & GAS-OLD,49499Y,1981,6434,1988,6434,1,1981,1988,0
5070,KIMBERLY-CLARK CORP,494368,1950,6435,2006,6435,1,1950,2006,1
5071,KIMBROUGH INVESTMENT CO,494462,1974,6436,1981,6436,1,1974,1981,0
5072,NORTH AMER GALV & COATINGS,65686Y,1960,6437,2006,6437,1,1960,2006,
5073,KINCAID FURNITURE CO INC,494490,1982,6438,1986,6438,1,1982,1986,
5074,KINDER-CARE INC,29358L,1973,6439,1988,6439,1,1973,1988,
5075,KINEMOTIVE CORP,494602,1974,6440,1981,6440,1,1974,1981,
5076,KINETIC DESIGN SYSTEMS LTD,494605,1984,6441,1985,6441,1,1984,1985,
5077,KINETIC MINERALS INC,494607,1981,6442,1985,6442,1,1981,1985,
5078,KING INTERNATIONAL CORP,495481,1973,6443,1987,6443,1,1973,1987,
5079,KING JAMES CORP,495485,1974,6444,1983,6444,1,1974,1983,
5080,KING KULLEN GROCERY INC,495494,1962,6445,1983,6445,1,1962,1983,0
5081,KING LOUIE INTERNATIONAL INC,495512,1973,6446,1979,6446,1,1973,1979,0
5082,KING OF VIDEO INC,495564,1982,6447,1987,6447,1,1982,1987,
5083,KING OPTICAL CORP,495576,1960,6448,1980,6448,1,1960,1980,
5084,KING RADIO CORP,495620,1967,6449,1983,6449,1,1967,1983,1
5085,KING WORLD PRODUCTIONS INC,495667,1984,6450,1998,6450,1,1984,1998,
5086,KINGS ELECTRONICS CO INC,496008,1968,6451,1974,6451,1,1968,1974,1
5087,KINGS ROAD ENTERTAINMENT,496162,1984,6452,2004,6452,1,1984,2004,
5088,KINGSFORD CO,496278,1960,6453,1972,6454,1,1960,1972,
5089,KINGSFORD INDUSTRIES INC,496340,1974,6454,1989,6454,2,1974,1989,
5090,KINGSTIP COMMUNICATIONS INC,496469,1976,6455,1978,6455,1,1976,1978,
5091,KINGSTIP INC,496470,1972,6456,1975,6456,1,1972,1975,
5092,KINGSPORT POWER CO,49699Y,1973,6457,2000,6457,1,1973,2000,0
5093,KINNARD COMPANIES INC,497054,1980,6458,1980,6458,1,1980,1980,
5094,KINNARD INVESTMENTS INC,497059,1982,6459,1999,6459,1,1982,1999,
5095,KINNEY SYSTEM INC,497124,1982,6460,1985,6460,1,1982,1985,
5096,KIRBY CORP,497266,1977,6461,2006,6461,1,1977,2006,
5097,KIRBY INDUSTRIES INC,497278,1960,6462,1975,6462,1,1960,1975,
5098,KIRSCH CO,497656,1966,6463,1980,6463,1,1966,1980,1
5099,NESS ENERGY INTL INC,64104P,1982,6464,2005,6464,1,1982,2005,
5100,KIT MANUFACTURING,498017,1969,6465,2001,6465,1,1969,2001,1
5101,KLEER PAK CORP,498488,1974,6466,1981,6466,1,1974,1981,
5102,CALYPSO WIRELESS INC,131720,1960,6467,2005,6467,1,1960,2005,1
5103,KLEINERTS INC,498552,1960,6468,1996,6468,1,1960,1996,0
5104,KLIKLOK CORP,498638,1965,6469,1974,6469,1,1965,1974,1
5105,KLOSS VIDEO CORP,498754,1980,6470,1986,6470,1,1980,1986,1
5106,KNAPE & VOGT MFG CO,498782,1961,6471,2005,6471,1,1961,2005,1
5107,KNICKERBOCKER TOY INC,498872,1966,6472,1976,6472,1,1966,1976,1
5108,KNICKERBOCKER VILLAGE INC,498890,1974,6473,2000,6473,1,1974,2000,
5109,KNIGHT INDUSTRIES INC,499026,1974,6474,1978,6474,1,1974,1978,1
5110,KNIGHT-RIDDER INC,499040,1967,6475,2005,6475,1,1967,2005,
5111,KNIGHT ROYALTY CORP,499042,1981,6476,1984,6476,1,1981,1984,
5112,KNOGO CORP,499158,1973,6477,1993,6477,1,1973,1993,1
5113,KNOLL INTERNATIONAL  -CL A,499165,1982,6478,1988,6478,1,1982,1988,1
5114,KNOTT HOTELS CORP,499224,1960,6479,1975,6479,1,1960,1975,
5115,KNOX LUMBER CO,499598,1974,6480,1979,6480,1,1974,1979,
5116,KNUDSEN CORP,499836,1962,6481,1982,6481,1,1962,1982,
5117,KNUSAGA CORP,499846,1974,6482,2004,6482,1,1974,2004,1
5118,KNUTSON COMPANIES INC,499854,1974,6483,1977,6483,1,1974,1977,
5119,KOBACKER STORES INC,499873,1975,6484,1982,6484,1,1975,1982,0
5120,KODICOR INC,500156,1974,6485,1978,6485,1,1974,1978,0
5121,KOEHRING CO,500170,1950,6486,1979,6486,1,1950,1979,1
5122,KOENIG INC-OLD,500193,1984,6487,1986,15413,1,1984,1986,1
5123,KOGER CO,500227,1981,6489,1989,6489,1,1981,1989,
5124,KOGER PROPERTIES,500230,1969,6490,1992,6490,1,1969,1992,
5125,KOHLER CO,500236,1974,6491,1978,6491,1,1974,1978,1
5126,KOLLMORGEN CORP,500440,1960,6492,1999,6492,1,1960,1999,1
5127,KOLPAK INDUSTRIES INC,500448,1974,6493,1981,6493,1,1974,1981,1
5128,KOMATSU LTD  -ADR,500458,1976,6494,2005,6494,1,1976,2005,1
5129,KOPPERS CO,500602,1950,6495,1987,6495,1,1950,1987,1
5130,KORACORP INDUSTRIES INC,500620,1960,6496,1978,6496,1,1960,1978,0
5131,KOSS CORP,500692,1966,6497,2006,6497,1,1966,2006,1
5132,KRAFT INC  -OLD,500755,1975,6498,1980,6498,1,1975,1980,1
5133,KRATOS INC,500759,1971,6499,1985,6499,1,1971,1985,1
5134,KREISLER MANUFACTURING CORP,500773,1974,6500,2006,6500,1,1974,2006,1
5135,KRELITZ INDUSTRIES INC,500778,1974,6501,1993,6501,1,1974,1993,1
5136,KROGER CO,501044,1950,6502,2006,6502,1,1950,2006,1
5137,KROY INC,501053,1965,6503,1985,6503,1,1965,1985,1
5138,KRUEGER (W.A.) CO,501062,1963,6504,1988,6504,1,1963,1988,1
5139,KRYSTINEL CORP CL A,501152,1965,6505,1969,6505,1,1965,1969,0
5140,KUBOTA CORP  -ADR,501173,1972,6506,2005,6506,1,1972,2005,1
5141,KUHLMAN CORP,501206,1960,6507,1998,6507,1,1960,1998,1
5142,KUHN'S-BIG K STORES,501215,1971,6508,1980,6508,1,1971,1980,0
5143,KULICKE & SOFFA INDUSTRIES,501242,1964,6509,2006,6509,1,1964,2006,1
5144,KUSTOM ELECTRONICS INC,501341,1974,6510,1991,6510,1,1974,1991,1
5145,KYLE TECHNOLOGY CORP,501551,1981,6511,1989,6511,1,1981,1989,
5146,KYOCERA CORP  -ADR,501556,1976,6512,2005,6512,1,1976,2005,1
5147,KYSOR INDUSTRIAL CORP,501566,1960,6513,1996,6513,1,1960,1996,1
5148,LNH REIT INC,502115,1982,6514,1995,6514,1,1982,1995,
5149,L'AIGLON APPAREL INC,501758,1960,6515,1974,6515,1,1960,1974,
5150,LCA CORP,501800,1971,6516,1974,6516,1,1971,1974,1
5151,LCS INDUSTRIES INC,501822,1983,6517,1998,6517,1,1983,1998,
5152,LDB CORP,501823,1972,6518,1994,6518,1,1972,1994,
5153,LFE CORP,501858,1960,6519,1983,6519,1,1960,1983,1
5154,LJN TOYS LTD,501875,1983,6521,1984,6521,1,1983,1984,1
5155,LL&E ROYALTY TRUST,502003,1984,6522,2006,6522,1,1984,2006,
5156,VALHI INC-OLD,91899Y,1950,6523,1986,12578,1,1950,1985,1
5157,LMF CORP,502070,1970,6524,1977,6524,1,1970,1977,
5158,LRC INC,502134,1974,6525,1977,6525,1,1974,1977,1
5159,L R CO,502137,1979,6526,1986,6526,1,1979,1986,
5160,LSI INDUSTRIES INC,50216C,1984,6527,2006,6527,1,1984,2006,1
5161,LSB INDUSTRIES INC,502160,1969,6528,2006,6528,1,1969,2006,1
5162,LSI CORP,502161,1982,6529,2006,6529,1,1982,2006,1
5163,LTV AEROSPACE & DEFENSE CO,502178,1983,6530,1992,6530,1,1983,1992,
5164,LTV CORP,501921,1959,6531,2000,6531,1,1959,2000,1
5165,LTX CORP,502392,1981,6532,2006,6532,1,1981,2006,1
5166,LVO CORP,502444,1960,6533,1972,6533,1,1960,1972,
5167,LA BARGE INC,502470,1965,6534,2006,6534,1,1965,2006,1
5168,LA CROSSE COOLER HOLDING CO,502588,1960,6535,1972,6535,1,1960,1972,1
5169,LTV STEEL CO INC,50299Y,1950,6537,1992,6537,1,1950,1992,1
5170,LPA HOLDING CORP,503753,1983,6539,2005,6539,1,1983,2005,
5171,LA POINTE INDUSTRIES,503840,1960,6540,1992,6540,1,1960,1992,
5172,LA QUINTA INNS INC,504195,1972,6541,1997,6541,1,1972,1997,
5173,LA-Z-BOY INC,505336,1962,6543,2005,6543,1,1962,2005,1
5174,LACKEY INDUSTRIES INC,505584,1973,6546,1981,6546,1,1973,1981,
5175,LACLEDE GROUP INC,505597,1951,6547,2006,6547,1,1951,2006,1
5176,LACLEDE STEEL CO,505606,1966,6548,2000,6548,1,1966,2000,1
5177,LADD ENTERPRISES INC,505738,1974,6549,1982,6549,1,1974,1982,
5178,LADD FURNITURE INC,505739,1982,6550,1998,6550,1,1982,1998,1
5179,LAFARGE NORTH AMERICA INC,505862,1983,6552,2005,30807,1,1983,1998,1
5180,LAFAYETTE RADIO ELCTRNC CORP,506750,1960,6553,1980,6553,1,1960,1980,0
5181,LAFAYETTE UNITED CORP,506807,1974,6554,1983,6554,1,1974,1983,
5182,LAGUNA HILLS UTILITY CO,507205,1977,6555,1982,6555,1,1977,1982,
5183,LAIDLAW INDUSTRIES INC,507305,1982,6556,1987,6556,1,1982,1987,
5184,LAIDLAW INTERNATIONAL INC,50730R,1984,6557,2006,6557,1,1984,2006,
5185,LAKE SHORE MINES LTD,510786,1960,6560,1984,6560,1,1960,1984,
5186,LAKE SUPERIOR DIST POWER CO,510894,1958,6561,1985,6561,1,1958,1985,
5187,LAKEHEAD PIPELINE CO INC,511570,1977,6562,1983,6562,1,1977,1983,0
5188,LAKELAND DEVELOPMENT CORP,511652,1974,6563,1990,6563,1,1974,1990,
5189,LAKELANDS RACING ASSOCIATION,511869,1977,6564,1981,6564,1,1977,1981,0
5190,LAM RESEARCH CORP,512807,1983,6565,2006,6565,1,1983,2006,1
5191,LAMA (TONY) CO,512810,1972,6566,1989,6566,1,1972,1989,
5192,CAPITOL STREET CP-OLD,14099Y,1972,6567,1987,15330,1,1972,1987,
5193,LAMAUR INC,513237,1961,6568,1986,62918,1,1961,1986,0
5194,LAMSON & SESSIONS CO,513696,1960,6571,2006,6571,1,1960,2006,1
5195,LAMSTON (M.H.) INC,513714,1973,6572,1982,6572,1,1973,1982,0
5196,LANCASTER COLONY CORP,513847,1968,6573,2006,6573,1,1968,2006,1
5197,LANCE INC,514606,1963,6574,2006,6574,1,1963,2006,
5198,LANCER ORTHODONTICS INC,514624,1975,6575,2003,6575,1,1975,2003,1
5199,LANCHART INDUSTRIES INC,514627,1972,6576,1978,6576,1,1972,1978,0
5200,LAND RESOURCES,514669,1968,6577,1984,6577,1,1968,1984,
5201,VOICE IT WORLDWIDE INC,92861K,1974,6578,1998,6578,1,1974,1998,1
5202,LANDMARK BANCSHARES CORP,515051,1978,6579,1990,6579,1,1978,1990,
5203,LANDSING INSTIT PROP TR V,515091,1984,6582,1985,6582,1,1984,1985,0
5204,LANE BRYANT INC,515174,1950,6583,1981,6583,1,1950,1981,
5205,LANE CO INC,515480,1966,6584,1986,6584,1,1966,1986,1
5206,LTI TECHNOLOGIES INC,502176,1982,6585,1997,6585,1,1982,1997,
5207,LANE WOOD INC,515498,1975,6586,1983,6586,1,1975,1983,
5208,LANECO INC,515506,1972,6587,1982,6587,1,1972,1982,0
5209,LANGER INC,515707,1984,6588,2006,6588,1,1984,2006,1
5210,LANGLY CORP,515845,1974,6589,1988,6589,1,1974,1988,0
5211,LANIER BUSINESS PRODUCTS INC,515886,1976,6590,1982,6590,1,1976,1982,1
5212,LANDMARK OIL & GAS LTD,515901,1980,6591,1982,6591,1,1980,1982,
5213,LANVIN-CHARLES OF THE RITZ,516552,1961,6592,1969,6592,1,1961,1969,1
5214,LARIBEE WIRE INC,517120,1974,6593,1982,6593,1,1974,1982,0
5215,LARSEN CO,517300,1960,6594,1984,6594,1,1960,1984,
5216,LARSON INDUSTRIES INC,517318,1974,6595,1979,6595,1,1974,1979,
5217,LASER PRECISION CORP,517900,1980,6596,1993,6596,1,1980,1993,1
5218,LASER SCAN INTERNATIONAL INC,517902,1982,6597,1986,6597,1,1982,1986,
5219,PHOTOMEDEX INC,719358,1982,6598,2006,6598,1,1982,2006,0
5220,LASERS FOR MEDICINE,517904,1984,6599,1985,6599,1,1984,1985,1
5221,LASER MASTER INTL INC,517905,1981,6601,2004,6601,1,1981,2004,
5222,LASER ENERGY INC,518060,1974,6602,1977,6602,1,1974,1977,
5223,LASER INDUSTRIES LTD  -ORD,518061,1980,6603,1996,6603,1,1980,1996,1
5224,LASER SYSTEMS & ELECTRONICS,518064,1974,6604,1978,6604,1,1974,1978,
5225,LASER SYSTEMS CORP,518066,1974,6605,1977,6605,1,1974,1977,
5226,LASERCAD REPROGRAPHICS LTD,518075,1984,6606,1985,6606,1,1984,1985,
5227,LASERMETRICS INC,518079,1980,6607,1989,6607,1,1980,1989,0
5228,AXCESS INTERNATIONAL INC,54546,1982,6608,2006,6608,1,1982,2006,
