2598,1999
2846,1999
3172,1999
3736,1999
3760,1999
5063,1999
5693,1999
5846,1999
6638,1999
6876,1999
7049,1999
7640,1999
8163,1999
8960,1999
9120,1999
10010,1999
10163,1999
11040,1999
11058,1999
11288,1999
11803,1999
12537,1999
13096,1999
13308,1999
13315,1999
14160,1999
16419,1999
17764,1999
20192,1999
20903,1999
20907,1999
20969,1999
20982,1999
22170,1999
23076,1999
23897,1999
24093,1999
24140,1999
24338,1999
24345,1999
24680,1999
24997,1999
25271,1999
27940,1999
28125,1999
29092,1999
29350,1999
29414,1999
29650,1999
29879,1999
30034,1999
30203,1999
30368,1999
30742,1999
30750,1999
31319,1999
31465,1999
31586,1999
31666,1999
31722,1999
60822,1999
60958,1999
61087,1999
61132,1999
61180,1999
61365,1999
61500,1999
61532,1999
61603,1999
61606,1999
61724,1999
61731,1999
62192,1999
62294,1999
62300,1999
62321,1999
62366,1999
62372,1999
62390,1999
62456,1999
62593,1999
62633,1999
62753,1999
62833,1999
62838,1999
62880,1999
63003,1999
63021,1999
63073,1999
63462,1999
63462,1999
63481,1999
63489,1999
63589,1999
63652,1999
63754,1999
63878,1999
64002,1999
64007,1999
64128,1999
64281,1999
64320,1999
64914,1999
64936,1999
64996,1999
65267,1999
65295,1999
65766,1999
65988,1999
66021,1999
66056,1999
66590,1999
110104,1999
110480,1999
110773,1999
111591,1999
111968,1999
112625,1999
113364,1999
119016,1999
120215,1999
121615,1999
121615,1999
121760,1999
134144,1999
134144,1999
2267,2000
2891,2000
3291,2000
4374,2000
4806,2000
5721,2000
6035,2000
6096,2000
7503,2000
7718,2000
8658,2000
9545,2000
9804,2000
10071,2000
10092,2000
10422,2000
10537,2000
12337,2000
12397,2000
13197,2000
14290,2000
15248,2000
24543,2000
24845,2000
24908,2000
25004,2000
25441,2000
25864,2000
28147,2000
28756,2000
28848,2000
29396,2000
29643,2000
30131,2000
30639,2000
30844,2000
31679,2000
31757,2000
60933,2000
60955,2000
61370,2000
61508,2000
61601,2000
61642,2000
62284,2000
62338,2000
62433,2000
62535,2000
62550,2000
62690,2000
62932,2000
