63013,2000
63140,2000
63201,2000
63509,2000
63594,2000
63744,2000
63827,2000
64299,2000
64415,2000
64886,2000
64950,2000
64961,2000
64984,2000
65175,2000
65488,2000
65604,2000
65716,2000
65749,2000
65880,2000
66101,2000
66658,2000
107670,2000
109185,2000
119214,2000
119256,2000
121453,2000
121561,2000
121761,2000
122894,2000
124177,2000
124679,2000
126616,2000
127414,2000
133469,2000
1359,2001
3282,2001
3796,2001
5122,2001
8014,2001
9051,2001
9313,2001
10458,2001
12580,2001
12730,2001
13228,2001
13608,2001
13902,2001
14554,2001
22546,2001
22657,2001
22823,2001
23819,2001
24220,2001
25115,2001
25523,2001
28130,2001
28585,2001
29822,2001
30031,2001
30239,2001
30781,2001
30835,2001
31129,2001
31194,2001
60797,2001
61048,2001
61359,2001
61541,2001
61684,2001
62581,2001
62705,2001
62738,2001
62814,2001
62925,2001
63038,2001
63771,2001
63779,2001
63934,2001
63955,2001
63956,2001
64145,2001
64173,2001
64321,2001
64682,2001
64863,2001
64924,2001
64927,2001
64931,2001
66027,2001
66416,2001
111732,2001
117701,2001
118167,2001
118446,2001
119956,2001
120818,2001
121377,2001
121755,2001
122075,2001
122680,2001
122838,2001
124326,2001
125277,2001
127534,2001
132406,2001
133325,2001
134451,2001
134984,2001
135024,2001
138470,2001
139749,2001
140062,2001
140065,2001
1324,2002
3798,2002
5174,2002
7329,2002
7536,2002
11908,2002
16437,2002
21204,2002
21507,2002
22345,2002
23486,2002
23777,2002
24877,2002
25390,2002
28265,2002
28780,2002
29436,2002
31459,2002
31534,2002
60868,2002
60901,2002
61723,2002
62859,2002
62975,2002
63004,2002
63324,2002
63822,2002
63836,2002
63941,2002
65315,2002
111488,2002
112001,2002
117359,2002
121481,2002
121693,2002
121835,2002
122171,2002
123019,2002
123080,2002
126717,2002
126773,2002
127541,2002
128560,2002
129635,2002
132641,2002
132702,2002
133729,2002
134744,2002
134764,2002
134869,2002
135914,2002
137357,2002
138487,2002
138701,2002
138706,2002
140067,2002
140798,2002
141390,2002
143444,2002
1281,2003
2226,2003
2616,2003
3164,2003
3769,2003
12913,2003
22250,2003
23955,2003
24881,2003
25164,2003
25375,2003
25944,2003
28337,2003
28806,2003
29069,2003
29339,2003
29390,2003
30061,2003
30546,2003
60969,2003
61102,2003
62005,2003
62162,2003
62526,2003
64029,2003
64680,2003
65031,2003
65169,2003
65264,2003
65440,2003
65466,2003
110160,2003
110560,2003
115750,2003
119081,2003
120296,2003
120719,2003
121436,2003
122437,2003
125357,2003
126298,2003
126495,2003
128620,2003
129470,2003
129628,2003
130400,2003
134964,2003
137067,2003
137374,2003
137394,2003
138121,2003
138131,2003
138345,2003
138490,2003
138703,2003
139244,2003
144645,2003
147306,2003
1244,2004
1500,2004
3277,2004
3776,2004
6159,2004
7932,2004
11722,2004
14897,2004
15133,2004
15203,2004
15315,2004
21685,2004
24486,2004
26360,2004
28937,2004
29356,2004
29374,2004
30862,2004
31166,2004
61641,2004
62295,2004
63381,2004
63674,2004
63678,2004
63984,2004
64412,2004
64497,2004
65217,2004
109423,2004
111102,2004
111492,2004
117358,2004
120156,2004
120634,2004
120839,2004
121720,2004
121842,2004
122734,2004
124359,2004
127384,2004
127480,2004
128698,2004
133047,2004
133164,2004
140900,2004
141098,2004
145161,2004
145513,2004
147990,2004
2246,2005
3011,2005
4132,2005
4675,2005
7123,2005
7139,2005
7208,2005
8872,2005
9483,2005
10097,2005
10321,2005
10541,2005
10588,2005
12587,2005
14250,2005
14446,2005
28325,2005
28822,2005
29381,2005
30352,2005
30760,2005
30946,2005
31761,2005
60796,2005
61401,2005
62079,2005
62728,2005
62821,2005
63180,2005
63328,2005
63617,2005
63804,2005
64099,2005
65578,2005
65622,2005
66468,2005
66582,2005
110100,2005
112178,2005
112752,2005
120455,2005
121938,2005
123995,2005
127438,2005
129419,2005
132369,2005
134031,2005
134452,2005
135247,2005
137864,2005
138343,2005
138404,2005
141097,2005
141381,2005
143869,2005
146617,2005
147302,2005
147885,2005
156292,2005
156619,2005
160810,2005
260892,2005
4456,2006
5476,2006
6039,2006
10232,2006
11720,2006
13204,2006
13474,2006
13525,2006
14810,2006
22957,2006
23355,2006
24110,2006
24531,2006
25150,2006
28461,2006
28744,2006
29075,2006
29095,2006
30094,2006
31168,2006
60875,2006
61402,2006
61427,2006
62511,2006
62599,2006
62632,2006
63051,2006
63053,2006
63644,2006
64542,2006
65368,2006
106900,2006
110721,2006
117905,2006
120300,2006
120595,2006
124435,2006
126597,2006
132405,2006
132980,2006
133731,2006
135865,2006
137252,2006
138129,2006
140061,2006
142096,2006
146735,2006
156133,2006
161012,2006
161926,2006
163121,2006
1651,2007
2537,2007
6571,2007
10391,2007
13369,2007
14385,2007
14487,2007
18484,2007
23387,2007
24008,2007
24449,2007
25000,2007
25080,2007
25355,2007
25433,2007
25514,2007
28078,2007
29661,2007
30688,2007
30843,2007
31144,2007
61355,2007
61498,2007
61706,2007
61752,2007
61877,2007
62336,2007
62709,2007
62913,2007
63606,2007
63663,2007
64375,2007
64606,2007
64639,2007
113425,2007
113498,2007
115245,2007
118733,2007
121437,2007
123094,2007
129850,2007
133985,2007
141957,2007
145854,2007
147200,2007
147452,2007
155795,2007
160203,2007
160231,2007
160260,2007
160374,2007
160597,2007
160607,2007
161037,2007
161073,2007
163672,2007
163888,2007
166365,2007
177838,2007
5074,2008
6152,2008
6169,2008
7250,2008
8925,2008
13365,2008
14285,2008
19557,2008
22718,2008
22765,2008
24179,2008
24699,2008
24982,2008
27771,2008
29085,2008
29992,2008
31143,2008
61462,2008
61560,2008
61570,2008
62571,2008
62911,2008
63100,2008
64009,2008
110562,2008
122360,2008
124319,2008
127075,2008
127462,2008
133430,2008
140445,2008
140679,2008
142106,2008
155794,2008
156615,2008
157757,2008
160237,2008
160933,2008
163721,2008
163922,2008
165650,2008
166450,2008
177285,2008
177870,2008
182309,2008
1478,2009
2299,2009
2950,2009
7268,2009
9459,2009
10553,2009
12136,2009
12390,2009
12679,2009
19069,2009
24191,2009
28145,2009
28758,2009
28942,2009
30697,2009
61253,2009
62712,2009
63898,2009
63996,2009
64397,2009
65072,2009
65550,2009
66698,2009
113361,2009
118003,2009
118445,2009
119216,2009
120822,2009
124678,2009
145809,2009
148870,2009
158746,2009
159125,2009
162356,2009
174871,2009
176663,2009
177286,2009
177740,2009
178547,2009
178645,2009
179459,2009
3971,2010
6314,2010
6370,2010
9340,2010
12233,2010
15106,2010
21066,2010
27997,2010
29709,2010
29939,2010
61523,2010
64451,2010
65527,2010
66198,2010
112033,2010
113270,2010
121656,2010
126601,2010
130040,2010
132502,2010
137130,2010
145228,2010
145512,2010
146071,2010
160498,2010
161965,2010
161994,2010
162355,2010
163102,2010
174471,2010
174663,2010
175084,2010
175153,2010
176279,2010
176658,2010
178548,2010
178805,2010
178866,2010
179378,2010
264506,2010
2251,2011
5229,2011
7106,2011
13013,2011
14186,2011
21186,2011
22059,2011
23945,2011
25268,2011
25384,2011
61689,2011
62388,2011
62826,2011
121053,2011
125358,2011
127455,2011
130305,2011
140736,2011
143668,2011
266316,2011
6110,2012
10540,2012
12091,2012
12884,2012
24843,2012
29312,2012
31381,2012
61398,2012
64132,2012
65676,2012
121153,2012
122921,2012
133328,2012
133424,2012
138402,2012
145935,2012
163771,2012
165244,2012
165742,2012
166569,2012
176066,2012
184219,2012
186473,2012
264270,2012
9715,2013
24304,2013
25623,2013
118577,2013
121080,2013
157954,2013
166200,2013
175111,2013
175913,2013
176275,2013
176556,2013
176594,2013
178531,2013
179380,2013
180030,2013
184114,2013
186451,2013
196855,2013
