A000010086125,1950,1581,2004,2005,9899,2005,,,,,,
A000010111144,1950,1581,2004,2005,9899,2005,,,,,,
A000010175132,1950,1581,2004,2005,9899,2005,,,,,,
A000010227250,1950,1581,2004,2005,9899,2005,,,,,,
A000010866386,1950,1581,2004,2005,9899,2005,,,,,,
A000011103497,1950,1581,2004,2005,9899,2005,,,,,,
A000011290337,1950,1581,2004,2005,9899,2005,,,,,,
A000011602647,1950,1581,2004,2005,9899,2005,,,,,,
A000011659857,1950,1581,2004,2005,9899,2005,,,,,,
A000011832360,1950,1581,2004,2005,9899,2005,,,,,,
A000012325856,1950,1581,2004,2005,9899,2005,,,,,,
H000000000024,1950,1581,2004,2005,9899,2005,,,,,,
H000000000296,1950,1581,2004,2005,9899,2005,,,,,,
H000000000581,1950,1581,2004,2005,9899,2005,,,,,,
H000000000593,1950,1581,2004,2005,9899,2005,,,,,,
H000000000880,1950,1581,2004,2005,9899,2005,,,,,,
H000000000910,1950,1581,2004,2005,9899,2005,,,,,,
H000000001759,1950,1581,2004,2005,9899,2005,,,,,,
H000000002806,1950,1581,2004,2005,9899,2005,,,,,,
H000000094184,1950,1581,2004,2005,9899,2005,,,,,,
A000010322648,1966,1593,2006,,,,,,,,,
A000010407478,1950,1598,2006,,,,,,,,,
A000010231746,1982,1602,2006,,,,,,,,,
A000010578763,1982,1602,2006,,,,,,,,,
A000010699306,1982,1602,2006,,,,,,,,,
A000010803008,1982,1602,2006,,,,,,,,,
A000011370415,1982,1602,2006,,,,,,,,,
H000000000073,1982,1602,2006,,,,,,,,,
H000000000095,1982,1602,2006,,,,,,,,,
H000000000381,1982,1602,2006,,,,,,,,,
H000000000682,1982,1602,2006,,,,,,,,,
H000000002810,1982,1602,2006,,,,,,,,,
A000010772364,1950,1608,1998,,,,,,,,,
A000010871271,1950,1608,1998,,,,,,,,,
H000000000137,1950,1608,1998,,,,,,,,,
A000010056418,1950,1609,1997,,,,,,,,,
A000010528153,1950,1609,1997,,,,,,,,,
H000000000380,1950,1609,1997,,,,,,,,,
H000000001691,1950,1609,1997,,,,,,,,,
H000000040209,1950,1609,1997,,,,,,,,,
H000000019686,1950,1620,1994,,,,,,,,,
A000010501856,1966,1625,1976,,,,,,,,,
A000010483222,1968,1632,2006,,,,,,,,,
A000011275669,1968,1632,2006,,,,,,,,,
A000012747068,1968,1632,2006,,,,,,,,,
H000000000112,1968,1632,2006,,,,,,,,,
H000000001663,1973,1633,2006,,,,,,,,,
H000000091553,1973,1633,2006,,,,,,,,,
A000011078934,1979,1651,2006,,,,,,,,,
H000000010360,1980,1652,1995,,,,,,,,,
H000000069758,1984,1657,1986,,,,,,,,,
A000010043014,1984,1662,1985,,,,,,,,,
A000010175132,1984,1662,1985,,,,,,,,,
H000000000299,1984,1662,1985,,,,,,,,,
A000010283079,1980,1690,2006,,,,,,,,,
A000010459780,1980,1690,2006,,,,,,,,,
A000011490310,1980,1690,2006,,,,,,,,,
H000000041225,1980,1690,2006,,,,,,,,,
A000010851446,1982,1692,1988,,,,,,,,,
A000010413828,1982,1693,1992,,,,,,,,,
A000010857141,1982,1693,1992,,,,,,,,,
A000010607394,1967,1703,1999,,,,,,,,,
H000000004662,1967,1703,1999,,,,,,,,,
A000010083419,1972,1704,2006,,,,,,,,,
A000010459780,1972,1704,2006,,,,,,,,,
A000010949708,1972,1704,2006,,,,,,,,,
A000010952041,1972,1704,2006,,,,,,,,,
A000011303957,1972,1704,2006,,,,,,,,,
A000011596455,1972,1704,2006,,,,,,,,,
A000011699893,1972,1704,2006,,,,,,,,,
H000000000019,1972,1704,2006,,,,,,,,,
H000000000158,1972,1704,2006,,,,,,,,,
H000000056056,1980,1705,2005,,,,,,,,,
A000010695994,1950,1722,2006,,,,,,,,,
H000000000112,1950,1722,2006,,,,,,,,,
H000000000597,1950,1762,2006,,,,,,,,,
A000010853974,1950,1789,1998,,,,,,,,,
A000010850868,1974,1817,1991,,,,,,,,,
A000011191953,1974,1817,1991,,,,,,,,,
A000011416920,1974,1817,1991,,,,,,,,,
H000000001711,1974,1817,1991,,,,,,,,,
H000000003333,1974,1817,1991,,,,,,,,,
A000010043410,1950,1848,1999,,,,,,,,,
A000010081783,1950,1848,1999,,,,,,,,,
A000010528153,1950,1848,1999,,,,,,,,,
A000010811117,1950,1848,1999,,,,,,,,,
H000000000759,1950,1848,1999,,,,,,,,,
H000000001531,1950,1848,1999,,,,,,,,,
A000010275810,1969,1865,1995,,,,,,,,,
A000011939112,1962,1891,2006,,,,,,,,,
A000010853974,1960,1913,2006,,,,,,,,,
A000012146145,1960,1913,2006,,,,,,,,,
H000000001517,1960,1913,2006,,,,,,,,,
A000010314247,1958,1919,2006,,,,,,,,,
A000010097938,1950,1922,1983,,,,,,,,,
A000010994007,1965,1943,2002,,,,,,,,,
A000010799137,1966,1944,1972,1982,1945,2005,,,,,,
A000010847448,1966,1944,1972,1982,1945,2005,,,,,,
H000000021299,1950,1965,1976,,,,,,,,,
A000010852732,1954,1976,2006,,,,,,,,,
A000011761248,1954,1976,2006,,,,,,,,,
H000000018564,1974,1979,2006,,,,,,,,,
H000000006451,1982,1989,1998,,,,,,,,,
A000012225307,1969,1990,1984,1985,12075,1995,1996,5643,2005,,,
H000000003867,1969,1990,1984,1985,12075,1995,1996,5643,2005,,,
A000011346452,1963,2044,2006,,,,,,,,,
H000000000679,1963,2044,2006,,,,,,,,,
H000000013360,1963,2044,2006,,,,,,,,,
A000011621849,1974,2070,2001,,,,,,,,,
A000011184537,1950,2085,2006,,,,,,,,,
A000012177272,1950,2085,2006,,,,,,,,,
H000000009194,1950,2085,2006,,,,,,,,,
A000010175132,1950,2086,2006,,,,,,,,,
A000011121937,1950,2086,2006,,,,,,,,,
A000011390789,1950,2086,2006,,,,,,,,,
A000011800691,1950,2086,2006,,,,,,,,,
H000000000182,1950,2086,2006,,,,,,,,,
H000000000543,1950,2086,2006,,,,,,,,,
H000000002166,1950,2086,2006,,,,,,,,,
H000000002451,1950,2086,2006,,,,,,,,,
H000000005208,1950,2086,2006,,,,,,,,,
H000000002419,1950,2102,1986,1987,14900,1991,,,,,,
A000010400404,1957,2111,2006,,,,,,,,,
A000011191953,1957,2111,2006,,,,,,,,,
A000011423994,1957,2111,2006,,,,,,,,,
A000011935404,1957,2111,2006,,,,,,,,,
A000012233242,1957,2111,2006,,,,,,,,,
A000012752187,1957,2111,2006,,,,,,,,,
H000000000976,1957,2111,2006,,,,,,,,,
H000000010368,1957,2111,2006,,,,,,,,,
H000000156865,1957,2111,2006,,,,,,,,,
A000010095040,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
A000010191277,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
A000010633647,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
A000010699306,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
A000011157503,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
A000011538118,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
A000011643499,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
A000021961298,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
H000000000413,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
H000000000580,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
H000000000685,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
H000000000846,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
H000000001185,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
H000000001560,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
H000000004530,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
H000000005182,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
H000000005378,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
H000000007980,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
H000000014196,1967,2115,1970,1986,14261,1999,2000,5180,2005,,,
A000012305760,1950,2129,1979,,,,,,,,,
A000011708447,1981,2134,1983,1984,2133,1984,,,,,,
A000010672497,1950,2135,1996,,,,,,,,,
A000010535631,1971,2137,2006,,,,,,,,,
A000011018885,1971,2137,2006,,,,,,,,,
A000010157481,1950,2157,1983,,,,,,,,,
H000000000277,1950,2157,1983,,,,,,,,,
H000000002917,1960,2176,2006,,,,,,,,,
H000000000638,1964,2190,1997,,,,,,,,,
A000011422361,1971,2197,1994,,,,,,,,,
A000010137984,1976,2219,1989,,,,,,,,,
H000000000194,1974,2220,2006,,,,,,,,,
H000000001261,1974,2220,2006,,,,,,,,,
A000011186713,1982,2226,1989,1990,24468,2006,,,,,,
H000000000543,1982,2226,1989,1990,24468,2006,,,,,,
H000000000580,1982,2226,1989,1990,24468,2006,,,,,,
H000000000720,1982,2226,1989,1990,24468,2006,,,,,,
A000010065652,1981,2230,2005,,,,,,,,,
A000011788453,1981,2230,2005,,,,,,,,,
H000000000350,1981,2230,2005,,,,,,,,,
A000011401678,1983,2240,2006,,,,,,,,,
A000011433967,1980,2244,1989,1990,2646,2006,,,,,,
H000000032113,1980,2244,1989,1990,2646,2006,,,,,,
A000010127546,1950,2255,2006,,,,,,,,,
A000010226700,1971,2267,1999,,,,,,,,,
H000000010097,1966,2268,1976,,,,,,,,,
A000010109756,1950,2285,1998,1999,144647,2006,,,,,,
A000023011606,1950,2285,1998,1999,144647,2006,,,,,,
H000000000073,1950,2285,1998,1999,144647,2006,,,,,,
H000000000082,1950,2285,1998,1999,144647,2006,,,,,,
H000000000095,1950,2285,1998,1999,144647,2006,,,,,,
H000000000138,1950,2285,1998,1999,144647,2006,,,,,,
H000000000194,1950,2285,1998,1999,144647,2006,,,,,,
H000000000548,1950,2285,1998,1999,144647,2006,,,,,,
H000000000554,1950,2285,1998,1999,144647,2006,,,,,,
H000000000988,1950,2285,1998,1999,144647,2006,,,,,,
H000000002275,1950,2285,1998,1999,144647,2006,,,,,,
H000000002955,1964,2294,1996,,,,,,,,,
H000000008628,1964,2294,1996,,,,,,,,,
A000010871271,1960,2333,1977,,,,,,,,,
A000011980683,1960,2333,1977,,,,,,,,,
A000010048949,1950,2403,2006,,,,,,,,,
A000010148818,1950,2403,2006,,,,,,,,,
A000010168078,1950,2403,2006,,,,,,,,,
A000010441766,1950,2403,2006,,,,,,,,,
A000010745828,1950,2403,2006,,,,,,,,,
A000010830921,1950,2403,2006,,,,,,,,,
A000011907114,1950,2403,2006,,,,,,,,,
A000012134090,1950,2403,2006,,,,,,,,,
H000000000381,1950,2403,2006,,,,,,,,,
H000000000543,1950,2403,2006,,,,,,,,,
H000000000554,1950,2403,2006,,,,,,,,,
H000000001463,1950,2403,2006,,,,,,,,,
H000000002323,1950,2403,2006,,,,,,,,,
H000000003366,1950,2403,2006,,,,,,,,,
H000000003701,1950,2403,2006,,,,,,,,,
H000000003766,1950,2403,2006,,,,,,,,,
H000000000697,1983,2411,2006,,,,,,,,,
H000000000721,1983,2411,2006,,,,,,,,,
H000000003484,1983,2411,2006,,,,,,,,,
H000000003798,1960,2418,1987,1988,8215,2005,,,,,,
H000000008634,1950,2434,1979,,,,,,,,,
A000010032645,1950,2444,2006,,,,,,,,,
A000010622347,1950,2444,2006,,,,,,,,,
A000011049962,1950,2444,2006,,,,,,,,,
H000000001203,1961,2473,1980,,,,,,,,,
H000000002233,1960,2491,1987,,,,,,,,,
A000010086125,1950,2504,2006,,,,,,,,,
H000000003113,1962,2518,2003,,,,,,,,,
H000000097078,1962,2519,2005,,,,,,,,,
H000000055451,1984,2536,2006,,,,,,,,,
H000000000759,1957,2562,1999,2000,10853,2005,,,,,,
H000000001531,1957,2562,1999,2000,10853,2005,,,,,,
A000010152786,1960,2577,2006,,,,,,,,,
H000000000112,1962,2593,2006,,,,,,,,,
A000012019091,1964,2605,1994,,,,,,,,,
A000011766126,1982,2615,2006,,,,,,,,,
A000010401313,1983,2616,2002,2003,6266,2005,,,,,,
A000011880266,1983,2616,2002,2003,6266,2005,,,,,,
H000000002045,1983,2616,2002,2003,6266,2005,,,,,,
H000000000024,1950,2663,2006,,,,,,,,,
A000010687803,1963,2694,1994,1995,63477,2003,,,,,,
A000010033664,1974,2721,2006,,,,,,,,,
A000010040685,1974,2721,2006,,,,,,,,,
A000010045727,1974,2721,2006,,,,,,,,,
A000010049280,1974,2721,2006,,,,,,,,,
A000010053881,1974,2721,2006,,,,,,,,,
A000010055274,1974,2721,2006,,,,,,,,,
A000010057691,1974,2721,2006,,,,,,,,,
A000010088678,1974,2721,2006,,,,,,,,,
A000010139898,1974,2721,2006,,,,,,,,,
A000010214097,1974,2721,2006,,,,,,,,,
A000010237078,1974,2721,2006,,,,,,,,,
A000010262758,1974,2721,2006,,,,,,,,,
A000011399291,1974,2721,2006,,,,,,,,,
A000011824388,1974,2721,2006,,,,,,,,,
A000012160144,1974,2721,2006,,,,,,,,,
A000010083419,1950,2745,1976,,,,,,,,,
A000011991175,1973,2746,1977,1978,6730,2005,,,,,,
H000000000769,1973,2746,1977,1978,6730,2005,,,,,,
A000010220170,1950,2789,1978,1979,10983,2005,,,,,,
A000010152779,1952,2797,2000,,,,,,,,,
A000010084882,1950,2817,2006,,,,,,,,,
A000010695994,1950,2817,2006,,,,,,,,,
A000010871271,1950,2817,2006,,,,,,,,,
A000011452095,1950,2817,2006,,,,,,,,,
H000000000089,1950,2817,2006,,,,,,,,,
H000000000245,1950,2817,2006,,,,,,,,,
H000000002226,1950,2817,2006,,,,,,,,,
A000010228599,1950,2827,1985,1987,13934,1996,1998,125434,2002,2003,162254,2006
A000010326966,1950,2827,1985,1987,13934,1996,1998,125434,2002,2003,162254,2006
A000012752187,1950,2827,1985,1987,13934,1996,1998,125434,2002,2003,162254,2006
H000000000554,1950,2827,1985,1987,13934,1996,1998,125434,2002,2003,162254,2006
A000011153503,1982,2846,1998,1999,6266,2005,,,,,,
H000000000095,1982,2846,1998,1999,6266,2005,,,,,,
H000000000720,1982,2846,1998,1999,6266,2005,,,,,,
H000000001001,1982,2846,1998,1999,6266,2005,,,,,,
H000000001185,1950,2864,1989,,,,,,,,,
A000010318735,1984,2888,2006,,,,,,,,,
H000000021194,1982,2891,1999,2000,6509,2005,,,,,,
A000011532904,1982,2894,1986,,,,,,,,,
A000010799365,1980,2901,1990,1991,3011,2005,,,,,,
H000000000327,1980,2901,1990,1991,3011,2005,,,,,,
H000000000402,1980,2901,1990,1991,3011,2005,,,,,,
H000000001835,1980,2901,1990,1991,3011,2005,,,,,,
H000000010395,1980,2901,1990,1991,3011,2005,,,,,,
H000000001691,1950,2917,1999,2000,6104,2005,,,,,,
A000010213809,1950,2920,1988,,,,,,,,,
H000000001353,1977,2953,2006,,,,,,,,,
A000011593241,1978,2975,1999,,,,,,,,,
H000000001041,1956,2987,1985,,,,,,,,,
A000010060722,1950,2991,2006,,,,,,,,,
H000000000175,1950,2991,2006,,,,,,,,,
H000000001496,1950,2991,2006,,,,,,,,,
A000010253136,1950,2998,1985,,,,,,,,,
A000010225544,1982,3011,2005,2006,101310,2006,,,,,,
A000010398824,1982,3011,2005,2006,101310,2006,,,,,,
A000010771938,1982,3011,2005,2006,101310,2006,,,,,,
A000011110090,1982,3011,2005,2006,101310,2006,,,,,,
A000011433967,1982,3011,2005,2006,101310,2006,,,,,,
A000011474431,1982,3011,2005,2006,101310,2006,,,,,,
A000011745550,1982,3011,2005,2006,101310,2006,,,,,,
A000011781746,1982,3011,2005,2006,101310,2006,,,,,,
A000011811868,1982,3011,2005,2006,101310,2006,,,,,,
A000013134121,1982,3011,2005,2006,101310,2006,,,,,,
A000021977305,1982,3011,2005,2006,101310,2006,,,,,,
H000000000073,1982,3011,2005,2006,101310,2006,,,,,,
H000000000327,1982,3011,2005,2006,101310,2006,,,,,,
H000000000554,1982,3011,2005,2006,101310,2006,,,,,,
H000000000571,1982,3011,2005,2006,101310,2006,,,,,,
H000000000720,1982,3011,2005,2006,101310,2006,,,,,,
H000000001392,1982,3011,2005,2006,101310,2006,,,,,,
H000000001442,1982,3011,2005,2006,101310,2006,,,,,,
H000000003538,1982,3011,2005,2006,101310,2006,,,,,,
H000000017793,1982,3011,2005,2006,101310,2006,,,,,,
H000000000486,1960,3017,1985,,,,,,,,,
H000000011037,1980,3020,1989,,,,,,,,,
A000010243289,1950,3022,1997,,,,,,,,,
A000010408808,1950,3022,1997,,,,,,,,,
A000010982842,1950,3022,1997,,,,,,,,,
A000011142628,1950,3022,1997,,,,,,,,,
A000011770738,1950,3022,1997,,,,,,,,,
H000000000112,1950,3022,1997,,,,,,,,,
H000000000271,1950,3022,1997,,,,,,,,,
H000000004100,1950,3022,1997,,,,,,,,,
H000000170079,1974,3024,2006,,,,,,,,,
A000010764893,1974,3026,2006,,,,,,,,,
A000010053918,1950,3041,2006,,,,,,,,,
A000011463842,1984,3049,1995,,,,,,,,,
H000000005000,1982,3053,1997,,,,,,,,,
A000010188981,1959,3066,2004,,,,,,,,,
A000011205332,1959,3066,2004,,,,,,,,,
H000000005591,1959,3066,2004,,,,,,,,,
H000000012591,1959,3066,2004,,,,,,,,,
H000000057580,1982,3115,1989,,,,,,,,,
A000010051908,1967,3121,2006,,,,,,,,,
H000000000785,1967,3121,2006,,,,,,,,,
A000010555230,1972,3135,1989,1990,4981,1995,,,,,,
A000010401093,1950,3144,2006,,,,,,,,,
A000012726634,1950,3144,2006,,,,,,,,,
H000000003190,1967,3149,1976,,,,,,,,,
H000000024544,1974,3156,2006,,,,,,,,,
A000010306206,1970,3157,2005,,,,,,,,,
A000010372158,1970,3157,2005,,,,,,,,,
H000000003390,1960,3167,1988,1991,24969,1997,1998,1278,1999,,,
A000010170329,1950,3170,2006,,,,,,,,,
A000010212517,1950,3170,2006,,,,,,,,,
H000000003652,1981,3172,1998,1999,4675,2005,,,,,,
H000000000089,1950,3176,1985,1993,30644,2003,,,,,,
A000010212517,1964,3200,1998,1999,5229,2005,,,,,,
H000000000319,1950,3224,1988,,,,,,,,,
H000000000580,1950,3224,1988,,,,,,,,,
A000010835716,1962,3248,1999,2000,8358,2005,,,,,,
A000010267709,1981,3275,2005,,,,,,,,,
A000010949708,1983,3282,2001,2002,5606,2005,,,,,,
A000011003222,1983,3282,2001,2002,5606,2005,,,,,,
A000011295302,1983,3282,2001,2002,5606,2005,,,,,,
H000000000442,1983,3282,2001,2002,5606,2005,,,,,,
H000000002233,1983,3282,2001,2002,5606,2005,,,,,,
A000010191424,1983,3289,1996,,,,,,,,,
H000000013795,1975,3307,1979,1994,62673,1996,,,,,,
A000011621597,1980,3310,2006,,,,,,,,,
A000012577535,1980,3310,2006,,,,,,,,,
H000000036251,1980,3310,2006,,,,,,,,,
A000010178485,1980,3320,1987,,,,,,,,,
A000010470707,1973,3337,1978,,,,,,,,,
A000010687610,1971,3352,1973,1974,25658,1996,1998,18699,2005,,,
H000000011047,1971,3352,1973,1974,25658,1996,1998,18699,2005,,,
A000010114342,1973,3371,1989,1990,2403,2005,,,,,,
A000010217243,1950,3398,1980,1996,114303,2000,2001,4087,2005,,,
H000000000463,1950,3398,1980,1996,114303,2000,2001,4087,2005,,,
A000011190050,1962,3473,1989,1991,4961,1999,,,,,,
A000012099729,1973,3478,1995,1996,3336,2005,,,,,,
A000011021477,1950,3497,2006,,,,,,,,,
A000010602163,1982,3504,2006,,,,,,,,,
A000010331871,1964,3520,1995,1996,6266,2005,,,,,,
A000010488380,1964,3520,1995,1996,6266,2005,,,,,,
A000011531168,1964,3520,1995,1996,6266,2005,,,,,,
A000012377126,1964,3520,1995,1996,6266,2005,,,,,,
H000000015874,1964,3520,1995,1996,6266,2005,,,,,,
H000000013534,1960,3524,1996,1997,1036,2000,2001,5087,2005,,,
A000012726634,1965,3530,1981,,,,,,,,,
A000010046977,1950,3532,2006,,,,,,,,,
A000010258569,1950,3532,2006,,,,,,,,,
A000010493330,1950,3532,2006,,,,,,,,,
A000010607394,1950,3532,2006,,,,,,,,,
H000000000005,1950,3532,2006,,,,,,,,,
H000000001085,1950,3532,2006,,,,,,,,,
H000000001849,1976,3586,1995,1996,12679,2005,,,,,,
H000000019316,1979,3610,1990,1991,16475,1996,,,,,,
H000000002974,1950,3627,1985,,,,,,,,,
A000011103811,1960,3639,2006,,,,,,,,,
H000000008443,1959,3644,1976,,,,,,,,,
A000010642703,1950,3650,2006,,,,,,,,,
A000023011606,1950,3650,2006,,,,,,,,,
H000000000158,1950,3650,2006,,,,,,,,,
H000000004406,1950,3671,1972,,,,,,,,,
H000000000024,1982,3702,1995,,,,,,,,,
H000000003425,1982,3705,1997,,,,,,,,,
A000011900413,1980,3715,1995,1996,9372,2005,,,,,,
A000010889516,1966,3730,1992,1993,3532,2005,,,,,,
H000000008445,1966,3730,1992,1993,3532,2005,,,,,,
A000010958742,1950,3734,2006,,,,,,,,,
A000010078246,1950,3746,1992,,,,,,,,,
A000011880092,1950,3746,1992,,,,,,,,,
H000000001395,1969,3760,1998,1999,12053,2005,,,,,,
A000011938252,1974,3763,1983,,,,,,,,,
H000000013806,1974,3765,1992,1993,3532,2005,,,,,,
H000000042788,1981,3769,2002,2003,12718,2004,,,,,,
A000012172836,1984,3776,2002,2004,119513,2005,,,,,,
A000010774897,1962,3784,1988,,,,,,,,,
A000010170699,1972,3786,2006,,,,,,,,,
A000010630113,1972,3786,2006,,,,,,,,,
H000000101164,1981,3792,1990,,,,,,,,,
A000010853974,1950,3810,1986,1987,5464,1999,,,,,,
A000010061853,1950,3835,2006,,,,,,,,,
A000010151739,1950,3835,2006,,,,,,,,,
A000010721982,1950,3835,2006,,,,,,,,,
A000010613212,1974,3839,2006,,,,,,,,,
H000000017657,1962,3840,2003,,,,,,,,,
H000000001652,1960,3874,1981,1986,13700,2006,,,,,,
H000000001730,1960,3874,1981,1986,13700,2006,,,,,,
A000010269068,1957,3888,1995,1996,6424,2005,,,,,,
A000010444784,1976,3910,1988,,,,,,,,,
A000012096779,1974,3916,2006,,,,,,,,,
A000010513683,1950,3930,1994,1995,28520,2004,,,,,,
H000000001068,1950,3930,1994,1995,28520,2004,,,,,,
A000010331373,1982,3935,1998,,,,,,,,,
A000011624261,1950,3945,1978,1996,64723,1999,,,,,,
H000000001054,1950,3946,2006,,,,,,,,,
A000010111144,1966,3955,1997,1998,3282,2001,2002,5606,2005,,,
A000010641166,1966,3955,1997,1998,3282,2001,2002,5606,2005,,,
A000011836457,1966,3955,1997,1998,3282,2001,2002,5606,2005,,,
H000000000180,1966,3955,1997,1998,3282,2001,2002,5606,2005,,,
H000000000296,1966,3955,1997,1998,3282,2001,2002,5606,2005,,,
H000000000554,1966,3955,1997,1998,3282,2001,2002,5606,2005,,,
H000000001944,1966,3955,1997,1998,3282,2001,2002,5606,2005,,,
A000011263833,1983,3961,1993,,,,,,,,,
